source	time	heading	story	url
NewsOK.com	1549868648	Nature & You: Native prairie grass can be a fun garden project	Native prairie grass can be a fun garden project What is the definition of an optimist? One example would be that person who plants a tree while knowing full ...	https://news.google.com/articles/CBMiXmh0dHBzOi8vbmV3c29rLmNvbS9hcnRpY2xlLzU2MjI0MjMvbmF0dXJlLXlvdS1uYXRpdmUtcHJhaXJpZS1ncmFzcy1jYW4tYmUtYS1mdW4tZ2FyZGVuLXByb2plY3TSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Daily Herald	1549896890	Nature Foundation increases its patrols to combat illegal fishing	COLE BAY--Nature Foundation has increased its patrolling of Man of War Shoal Marine Park to combat illegal fishing activities. Foundation staff will patrol during ...	https://news.google.com/articles/CBMibWh0dHBzOi8vd3d3LnRoZWRhaWx5aGVyYWxkLnN4L2lzbGFuZHMvODUxMjQtbmF0dXJlLWZvdW5kYXRpb24taW5jcmVhc2VzLWl0cy1wYXRyb2xzLXRvLWNvbWJhdC1pbGxlZ2FsLWZpc2hpbmfSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Stabroek News	1549865220	Natural Resources Ministry signs MoUs with toshaos council, nature fund	The Ministry of Natural Resources on February 5th signed two Memoranda of Understanding (MOU), cementing its relationship with the National Toshaos ...	https://news.google.com/articles/CBMie2h0dHBzOi8vd3d3LnN0YWJyb2VrbmV3cy5jb20vMjAxOS9uZXdzL2d1eWFuYS8wMi8xMS9uYXR1cmFsLXJlc291cmNlcy1taW5pc3RyeS1zaWducy1tb3VzLXdpdGgtdG9zaGFvcy1jb3VuY2lsLW5hdHVyZS1mdW5kL9IBzAFodHRwczovL3d3dy1zdGFicm9la25ld3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnN0YWJyb2VrbmV3cy5jb20vMjAxOS9uZXdzL2d1eWFuYS8wMi8xMS9uYXR1cmFsLXJlc291cmNlcy1taW5pc3RyeS1zaWducy1tb3VzLXdpdGgtdG9zaGFvcy1jb3VuY2lsLW5hdHVyZS1mdW5kL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549882828	Overdue: a US advisory board for research integrity	Research needs an authoritative forum to hash out collective problems, argue C. K. Gunsalus, Marcia K. McNutt and colleagues.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDUxOS130gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549476046	Global environmental consequences of twenty-first-century ice-sheet melt	Government policies currently commit us to surface warming of three to four degrees Celsius above pre-industrial levels by 2100, which will lead to enhanced ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wODg5LTnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1549879443	Exhibition explores human connect with nature in Kolhapur	The strong bond that humans once shared with nature is weakening these days. People are moving away from nature towards digital fortresses. However, m.	https://news.google.com/articles/CBMihAFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2tvbGhhcHVyL2V4aGliaXRpb24tZXhwbG9yZXMtaHVtYW4tY29ubmVjdC13aXRoLW5hdHVyZS1pbi1rb2xoYXB1ci9hcnRpY2xlc2hvdy82Nzk0MjQ4OS5jbXPSAdoBaHR0cHM6Ly9tLXRpbWVzb2ZpbmRpYS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9tLnRpbWVzb2ZpbmRpYS5jb20vZW50ZXJ0YWlubWVudC9ldmVudHMva29saGFwdXIvZXhoaWJpdGlvbi1leHBsb3Jlcy1odW1hbi1jb25uZWN0LXdpdGgtbmF0dXJlLWluLWtvbGhhcHVyL2FtcF9hcnRpY2xlc2hvdy82Nzk0MjQzMi5jbXM_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Yeshiva World News	1549889100	FIGHTING TOEIVA: New Likud Member Claims That “Pride Parades” Go Against Nature and Should Be Prohibited	Shlomo Karai PhD., the newest member of the Likud party, who currently according to electoral polls will be a Knesset member in the next government, made a ...	https://news.google.com/articles/CBMiowFodHRwczovL3d3dy50aGV5ZXNoaXZhd29ybGQuY29tL25ld3MvaXNyYWVsLW5ld3MvMTY3Njg2MC9maWdodGluZy10b2VpdmEtbmV3LWxpa3VkLW1lbWJlci1jbGFpbXMtdGhhdC1wcmlkZS1wYXJhZGVzLWdvLWFnYWluc3QtbmF0dXJlLWFuZC1zaG91bGQtYmUtcHJvaGliaXRlZC5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549555276	'Diet drugs' suppress mosquitoes' thirst for blood	Method could be used for disease control if practical hurdles can be overcome.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDUxMS000gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549476067	Revisiting Antarctic ice loss due to marine ice-cliff instability	Predictions for sea-level rise this century due to melt from Antarctica range from zero to more than one metre. The highest predictions are driven by the ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wOTAxLTTSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Washington Post	1549651625	How does a Virginia herb company grow? By moving nature indoors.	Part of the genius of investing is recognizing a great business that others miss. Warren Buffett has the knack. He invested in newspapers such as The ...	https://news.google.com/articles/CAIiEPaGTCa98O9Y0eZFuuf50-MqGAgEKg8IACoHCAowjtSUCjC30XQwjqi5AQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549883838	Landmark Australian ruling rejects coal mine over global warming	An Australian court has rejected an application for an open-cut coal mine because of its potential contribution to greenhouse-gas emissions and global warming.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDU0NS040gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Queensland Country Life	1549684320	Roma hosts Ida Montague's 'The Nature of Things'	Art enthusiast form the Roma region enjoyed the opening of renowned Sunshine Coast artist Ida Montague's exhibit, 'The Nature of Things', on Friday evening.	https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnF1ZWVuc2xhbmRjb3VudHJ5bGlmZS5jb20uYXUvc3RvcnkvNTg5NTgzOS9mYWNlcy1mcm9tLXRoZS1uYXR1cmUtb2YtdGhpbmdzLWV4aGliaXQtb3BlbmluZy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549472625	Sizzling interest in lab-grown meat belies lack of basic research	'Clean meat' firms have drawn tens of millions of dollars in investment in recent years, but technical hurdles remain.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDM3My130gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549879268	Resilient meerkats	Meerkats (Suricata suricatta) living in the Kalahari Desert must cope with extreme variations in temperature and rainfall throughout the year. Writing in Science ...	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDUzMC0x0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Travel+Leisure	1547884800	You Only Need 5 Minutes in Nature to Improve Your Mood, Study Finds	Spending just five minutes in nature can quickly improve your mood, researchers from the University of Regina have found. In a study published in the Journal of ...	https://news.google.com/articles/CAIiEBAJmW5lCODnP6KJUQiwo98qFQgEKg0IACoGCAown40FMKFTMJGpAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Express.co.uk	1549898220	Chris Packham makes EMOTIONAL plea for circus lion rescue - 'They've NOWHERE to call home'	CHRIS PACKHAM is making a heartfelt plea for two circus lions to be given UK sanctuary before getting caught up in Brexit red tape.	https://news.google.com/articles/CBMiWmh0dHBzOi8vd3d3LmV4cHJlc3MuY28udWsvbmV3cy9uYXR1cmUvMTA4NTU5OS9icmV4aXQtbmV3cy1DaHJpcy1QYWNraGFtLWNpcmN1cy1saW9uLXJlc2N1ZdIBqAFodHRwczovL3d3dy1leHByZXNzLWNvLXVrLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmV4cHJlc3MuY28udWsvbmV3cy9uYXR1cmUvMTA4NTU5OS9icmV4aXQtbmV3cy1DaHJpcy1QYWNraGFtLWNpcmN1cy1saW9uLXJlc2N1ZS9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549297875	Links between gut microbes and depression strengthened	The once-wild idea that intestinal bacteria influence mental health has transformed into a major research pursuit.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDQ4My010gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
CHEK	1549758060	RCMP investigating after stumps from View Royal Elementary nature playground stolen	The West Shore are investigating after someone stole pieces from the View Royal Elementary 's nature playground Saturday morning.	https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmNoZWtuZXdzLmNhL3JjbXAtaW52ZXN0aWdhdGluZy1hZnRlci1zdHVtcHMtZnJvbS12aWV3LXJveWFsLWVsZW1lbnRhcnktbmF0dXJlLXBsYXlncm91bmQtc3RvbGVuLTUzMzQ5My_SAb8BaHR0cHM6Ly93d3ctY2hla25ld3MtY2EuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuY2hla25ld3MuY2EvcmNtcC1pbnZlc3RpZ2F0aW5nLWFmdGVyLXN0dW1wcy1mcm9tLXZpZXctcm95YWwtZWxlbWVudGFyeS1uYXR1cmUtcGxheWdyb3VuZC1zdG9sZW4tNTMzNDkzL2FtcC8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Times of India	1549872120	An art gallery amidst nature	How about an art exhibition right in the middle of woods? The natural setting makes for one of the best open air art gallery, that's what Gunehar is all about; art in ...	https://news.google.com/articles/CBMiXWh0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2Jsb2dzL3NjYXR0ZXJlZC1leHByZXNzaW9ucy9hbi1hcnQtZ2FsbGVyeS1hbWlkc3QtbmF0dXJlL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549476036	Neutrophils escort circulating tumour cells to enable cell cycle progression	A better understanding of the features that define the interaction between cancer cells and immune cells is important for the development of new cancer ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wOTE1LXnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548144000	CRISPR-baby scientist fired by university	Investigation by Chinese authorities finds He Jiankui broke national regulations in his controversial work on gene-edited babies.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDI0Ni0y0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Sydney Morning Herald	1549573920	Why Australia's economy is not a freak of nature	Australia's economy needs to be freed from folklore that's built up around the 27-year stretch sans recession.	https://news.google.com/articles/CBMicWh0dHBzOi8vd3d3LnNtaC5jb20uYXUvYnVzaW5lc3MvdGhlLWVjb25vbXkvd2h5LWF1c3RyYWxpYS1zLWVjb25vbXktaXMtbm90LWEtZnJlYWstb2YtbmF0dXJlLTIwMTkwMjA4LXA1MHdmcy5odG1s0gG4AWh0dHBzOi8vYW1wLXNtaC1jb20tYXUuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9hbXAuc21oLmNvbS5hdS9idXNpbmVzcy90aGUtZWNvbm9teS93aHktYXVzdHJhbGlhLXMtZWNvbm9teS1pcy1ub3QtYS1mcmVhay1vZi1uYXR1cmUtMjAxOTAyMDgtcDUwd2ZzLmh0bWw_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547625600	Reverse-engineering the locomotion of a stem amniote	Reconstructing the locomotion of extinct vertebrates offers insights into their palaeobiology and helps to conceptualize major transitions in vertebrate evolution.	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOC0wODUxLTLSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549642306	How to use Twitter to further your research career	The social-media platform is often a tool for procrastination, says Jet-Sing M. Lee. But what else can it be?	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDUzNS130gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1549891800	The Beauty Inside Wonders About The True Nature Of Love	Like the 2015 Korean film The Beauty Inside and the 2012 web series of the same name, the drama, The Beauty Inside, provides multiple options for cameos.	https://news.google.com/articles/CAIiEFqXE2d8pS9aYwo54fGW1WIqFQgEKg0IACoGCAowrqkBMKBFMJGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547452800	Open-access row prompts editorial board of Elsevier journal to resign	The board of the Journal of Informetrics has launched a new open-access publication.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDEzNS040gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549365053	Responding to the call of home	Why some scientists choose to forgo promising careers abroad to return to their countries of birth.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDQ0OC040gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547625600	Human blood vessel organoids as a model of diabetic vasculopathy	The increasing prevalence of diabetes has resulted in a global epidemic. Diabetes is a major cause of blindness, kidney failure, heart attacks, stroke and ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOC0wODU4LTjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547625600	Damage-tolerant architected materials inspired by crystal microstructure	Architected materials that consist of periodic arrangements of nodes and struts are lightweight and can exhibit combinations of properties (such as negative ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOC0wODUwLTPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548230400	Large influence of soil moisture on long-term terrestrial carbon uptake	Although the terrestrial biosphere absorbs about 25 per cent of anthropogenic carbon dioxide (CO2) emissions, the rate of land carbon uptake remains highly ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOC0wODQ4LXjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Science	1548403200	Illustrating nature	One can't help but feel a twinge of concern for the patients of the 17th-century physician and naturalist Martin Lister. As Anna Marie Roos, a professor of the ...	https://news.google.com/articles/CBMiMmh0dHA6Ly9zY2llbmNlLnNjaWVuY2VtYWcub3JnL2NvbnRlbnQvMzYzLzY0MjUvMzUz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547625600	Women who win prizes get less money and prestige	A new analysis of biomedical awards over five decades shows men receive more cash and more respect for their research than women do, report Brian Uzzi ...	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDA5MS0z0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548316800	Japan's approval of stem-cell treatment for spinal-cord injury concerns scientists	Japan has approved a stem-cell treatment for spinal-cord injuries. The event marks the first such therapy for this kind of injury to receive government approval for ...	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDE3OC140gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548230400	Southward propagation of Nazca subduction along the Andes	The Andean margin is the plate-tectonic paradigm for long-lived, continuous subduction, yet its geology since the late Mesozoic era (the past 100 million years ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOC0wODYwLTHSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548835200	A quantitative approach for measuring the reservoir of latent HIV-1 proviruses	A stable latent reservoir for HIV-1 in resting CD4+ T cells is the principal barrier to a cure. Curative strategies that target the reservoir are being tested and ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wODk4LTjSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548230400	Formation of massive black holes in rapidly growing pre-galactic gas clouds	The origin of the supermassive black holes that inhabit the centres of massive galaxies remains unclear. Direct-collapse black holes—remnants of supermassive ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wODczLTTSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548230400	Autophagic cell death restricts chromosomal instability during replicative crisis	Replicative crisis is a senescence-independent process that acts as a final barrier against oncogenic transformation by eliminating pre-cancerous cells with ...	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wODg1LTDSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1549281611	Bitcoin for the biological literature	Scientific publishing is increasingly adopting the technology underlying cryptocurrencies.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDQ0Ny050gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547539200	Plant sprouts on the Moon for first time ever	China's Chang'e-4 lander has sent back pictures of a cotton seed sprouting in a miniature biosphere experiment on the craft.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDE1OS0w0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Bay Nature	1547539200	Do Western Science and Indigenous Knowledge Conflict?	Hold tight to durable wonder. Naturally abound. Observably around. The infinitely curious naturalist in you. Appreciating the delicate flutter of butterfly wings	https://news.google.com/articles/CBMiQWh0dHBzOi8vYmF5bmF0dXJlLm9yZy8yMDE5LzAxLzE1L2hvdy1kby1wZW9wbGUta25vdy1hYm91dC1uYXR1cmUv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1547625600	Largest US twin study probes whether nature or nurture makes us sick	Data from a private insurance company has given scientists a new way to study whether nature or nurture matters more when it comes to staying healthy in the ...	https://news.google.com/articles/CAIiEHPLdzVfYltaDopNCBtV7_sqFwgEKg4IACoGCAow3O8nMMqOBjCJxNQD?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547798400	EXCLUSIVE: Tiny animal carcasses found in buried Antarctic lake	The surprise discovery of ancient crustaceans and a tardigrade emerged from a rare mission to drill into a lake sealed off by a kilometre of ice.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDEwNi160gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1547625600	Cryptic DNA sequences may help cells survive starvation	Stretches of non-coding DNA in genes called introns could have an important survival function.	https://news.google.com/articles/CBMiMmh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvZDQxNTg2LTAxOS0wMDE4My0w0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Nature.com	1548230400	Altered human oligodendrocyte heterogeneity in multiple sclerosis	Oligodendrocyte (OL) pathology is increasingly implicated in neurodegenerative diseases as OLs both myelinate and provide metabolic support to axons.	https://news.google.com/articles/CBMiMWh0dHBzOi8vd3d3Lm5hdHVyZS5jb20vYXJ0aWNsZXMvczQxNTg2LTAxOS0wOTAzLTLSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
