source	time	heading	story	url
Zacks.com	1549897889	Gaming and Leisure Properties (GLPI) Q4 Earnings Preview	Gaming and Leisure Properties (GLPI) is expected to have generated stable cash flow from long-term triple-net master leases. Further, it will likely gain from ...	https://news.google.com/articles/CBMiXmh0dHBzOi8vd3d3LnphY2tzLmNvbS9zdG9jay9uZXdzLzM1MzYzNi9HYW1pbmctYW5kLUxlaXN1cmUtUHJvcGVydGllcy1HTFBJLVE0LUVhcm5pbmdzLVByZXZpZXfSAagBaHR0cHM6Ly93d3ctemFja3MtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnphY2tzLmNvbS9hbXAvc3RvY2svbmV3cy8zNTM2MzYvZ2FtaW5nLWFuZC1sZWlzdXJlLXByb3BlcnRpZXMtZ2xwaS1xNC1lYXJuaW5ncy1wcmV2aWV3P2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
VentureBeat	1549740000	Microsoft releases new Windows 10 preview with gaming improvements and free State of Decay	Microsoft's Windows 10 build 18334 (19H1 branch) brings improvements to gaming, and the option to play State of Decay for free.	https://news.google.com/articles/CAIiEANjCDeu8hqBIrV9L_1NdWEqFAgEKgwIACoFCAowsGkw8AYwg-kD?hl=en-IN&gl=IN&ceid=IN%3Aen
Business Review	1549886464	AOC launches a new gaming monitor with 31.5 inch display and 4K resolution	AOC adds more pixels to the G1 range display with the new 31.5-inch (80 cm) CQ32G1. Dedicated to casual gamers looking for exciting gaming experiences,	https://news.google.com/articles/CBMicGh0dHA6Ly9idXNpbmVzcy1yZXZpZXcuZXUvdGVjaC9hb2MtbGF1bmNoZXMtYS1uZXctZ2FtaW5nLW1vbml0b3Itd2l0aC0zMS01LWluY2gtZGlzcGxheS1hbmQtNGstcmVzb2x1dGlvbi0xOTYyOTnSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Khaleej Times	1549874138	Huawei Mate 20 X brings in the 'grand and large' – from gaming to aesthetics you have it all	Gone are the days of squinting at your tiny phone screens desperately trying to juggle a gazillion tasks on-the-go. With the rise of the 'bi...	https://news.google.com/articles/CBMigAFodHRwczovL3d3dy5raGFsZWVqdGltZXMuY29tL3RlY2hub2xvZ3kvaHVhd2VpLW1hdGUtMjAteC1icmluZ3MtaW4tdGhlLWdyYW5kLWFuZC1sYXJnZS1mcm9tLWdhbWluZy10by1hZXN0aGV0aWNzLXlvdS1oYXZlLWl0LWFsbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Leader Newspaper Online	1549873740	Why is Competitive Gaming Such a Popular Sport?	The rise of esports took almost everybody by surprise. What was once only a small enterprise consisting of gamers and gaming enthusiasts is now a billion ...	https://news.google.com/articles/CBMiVGh0dHA6Ly93d3cudGhlbGVhZGVyLmluZm8vMjAxOS8wMi8xMS93aHktaXMtY29tcGV0aXRpdmUtZ2FtaW5nLXN1Y2gtYS1wb3B1bGFyLXNwb3J0L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Forbes	1549314000	5 Best Gaming Accessories Deals From Amazon Today	There are a variety of ways to get better at playing video games, but opting for high-end gaming accessories is a great place to start. Here's a roundup of five ...	https://news.google.com/articles/CAIiEGHIk0YrzJhxu3C4MjoOjF8qFQgEKg0IACoGCAowrqkBMKBFMMGBAg?hl=en-IN&gl=IN&ceid=IN%3Aen
Fossbytes	1549862580	AMD Launches Radeon VII 7nm Gaming GPU In India For INR 54,990	Built on Vega architecture, AMD Radeon VII is aimed at gamers and professionals who require extensive computational power for 3D rendering, and video ...	https://news.google.com/articles/CBMiLWh0dHBzOi8vZm9zc2J5dGVzLmNvbS9hbWQtcmFkZW9uLXZpaS03bm0tZ3B1L9IBd2h0dHBzOi8vZm9zc2J5dGVzLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2Zvc3NieXRlcy5jb20vYW1kLXJhZGVvbi12aWktN25tLWdwdS9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549785240	PS4 News: Great update for PlayStation fans, shock Nintendo and Xbox news	PS4 news this week includes a great update for PlayStation gamers following a shock reveal concerning Microsoft's Xbox brand and Nintendo Switch.	https://news.google.com/articles/CAIiEME_n7joB5HdJqZYWMtCGGIqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
BBC News	1549500509	My disabled son’s amazing gaming life in the World of Warcraft	Robert and Trude mourned what they thought had been a lonely and isolated life for their disabled son. But when Mats died, they discovered that people all over ...	https://news.google.com/articles/CBMiLGh0dHBzOi8vd3d3LmJiYy5jb20vbmV3cy9kaXNhYmlsaXR5LTQ3MDY0Nzcz0gF0aHR0cHM6Ly93d3ctYmJjLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL3d3dy5iYmMuY29tL25ld3MvYW1wL2Rpc2FiaWxpdHktNDcwNjQ3NzM_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
TechNave	1549842982	TechNave Gaming - Free to Play PUBG Lite will be available in more countries starting 14 February	The free-to-play Playerunknown's Battlegrounds Lite beta will be available in more countries other than Thailand such as Malaysia, Singapore, Indonesia and ...	https://news.google.com/articles/CBMihgFodHRwczovL3RlY2huYXZlLmNvbS9nYWRnZXQvVGVjaE5hdmUtR2FtaW5nLUZyZWUtdG8tUGxheS1QVUJHLUxpdGUtd2lsbC1iZS1hdmFpbGFibGUtaW4tbW9yZS1jb3VudHJpZXMtc3RhcnRpbmctMTQtRmVicnVhcnktMTM2NjkuaHRtbNIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549835640	Pokemon news in 2019 reveals surprise Pikachu accessory for Nintendo fans	POKEMON news this week has revealed the weapon to surpass Metal Gear, and it will come in a familiar Pikachu shape for Nintendo fans.	https://news.google.com/articles/CAIiEIljbzbk4qqShyRpWVz2GdMqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Bognor Regis Observer	1549884453	New monthly ‘Pixels at The Waverley’ event set to offer retro gaming fun for Bognor community	The Waverley Pub in Bognor Regis is set to host a monthly retro video gaming event.	https://news.google.com/articles/CBMigwFodHRwczovL3d3dy5ib2dub3IuY28udWsvbmV3cy9uZXctbW9udGhseS1waXhlbHMtYXQtdGhlLXdhdmVybGV5LWV2ZW50LXNldC10by1vZmZlci1yZXRyby1nYW1pbmctZnVuLWZvci1ib2dub3ItY29tbXVuaXR5LTEtODgwNTI2OdIB0AFodHRwczovL3d3dy1ib2dub3ItY28tdWsuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuYm9nbm9yLmNvLnVrL25ld3MvbmV3LW1vbnRobHktcGl4ZWxzLWF0LXRoZS13YXZlcmxleS1ldmVudC1zZXQtdG8tb2ZmZXItcmV0cm8tZ2FtaW5nLWZ1bi1mb3ItYm9nbm9yLWNvbW11bml0eS0xLTg4MDUyNjkvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Macau Daily Times	1549847113	Gaming tycoon hospitalized | Relatives say Stanley Ho’s health condition is not serious	Ina Chan, Stanley Ho's third wife, dismissed reports that the casino tycoon has been admitted to intensive care, as reported by several media outlets. According ...	https://news.google.com/articles/CBMieGh0dHBzOi8vbWFjYXVkYWlseXRpbWVzLmNvbS5tby9nYW1pbmctdHljb29uLWhvc3BpdGFsaXplZC1yZWxhdGl2ZXMtc2F5LXN0YW5sZXktaG9zLWhlYWx0aC1jb25kaXRpb24taXMtbm90LXNlcmlvdXMuaHRtbNIBywFodHRwczovL21hY2F1ZGFpbHl0aW1lcy1jb20tbW8uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9tYWNhdWRhaWx5dGltZXMuY29tLm1vL2dhbWluZy10eWNvb24taG9zcGl0YWxpemVkLXJlbGF0aXZlcy1zYXktc3RhbmxleS1ob3MtaGVhbHRoLWNvbmRpdGlvbi1pcy1ub3Qtc2VyaW91cy5odG1sL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Business Times	1549835400	Betting on SGX? Better metrics than many listed gaming peers	THE BUSINESS TIMES Companies & Markets - SIR, would you like to make a wager - or hedge, as professional investors like to call it - on Singapore?	https://news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmJ1c2luZXNzdGltZXMuY29tLnNnL2NvbXBhbmllcy1tYXJrZXRzL2JldHRpbmctb24tc2d4LWJldHRlci1tZXRyaWNzLXRoYW4tbWFueS1saXN0ZWQtZ2FtaW5nLXBlZXJz0gHDAWh0dHBzOi8vd3d3LWJ1c2luZXNzdGltZXMtY29tLXNnLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmJ1c2luZXNzdGltZXMuY29tLnNnL2NvbXBhbmllcy1tYXJrZXRzL2JldHRpbmctb24tc2d4LWJldHRlci1tZXRyaWNzLXRoYW4tbWFueS1saXN0ZWQtZ2FtaW5nLXBlZXJzP2FtcCZhbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Dot Esports	1549861157	Top 5 stretches and exercises to stay fit while gaming	With screen time increasing and aspiring esports superstars practicing more and more, we need to ensure we are looking after our bodies so that we can ...	https://news.google.com/articles/CAIiEIA_WBx-UR_ynuQMeZNUm2kqGQgEKhAIACoHCAowoKT_CjC1tfgCMNDu5QU?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549829520	Fortnite Account Merge WARNING for PS4, Xbox One and Nintendo Switch	Epic Games has released a new feature that helps create a new unified experience for players using cross-platform support. Fortnite fans can now create a ...	https://news.google.com/articles/CAIiEF4KwFw63tsoJNS8Op3OGQ8qGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Macau Daily Times	1549846051	Gaming | US: Live from Caesars Palace: Sports betting will get TV spotlight	Turner Broadcasting, the cable-TV giant behind CNN, TBS and TNT, plans to put a broadcast studio right inside the sportsbook at Caesars Palace in Las Vegas, ...	https://news.google.com/articles/CBMia2h0dHBzOi8vbWFjYXVkYWlseXRpbWVzLmNvbS5tby9nYW1pbmctdXMtbGl2ZS1mcm9tLWNhZXNhcnMtcGFsYWNlLXNwb3J0cy1iZXR0aW5nLXdpbGwtZ2V0LXR2LXNwb3RsaWdodC5odG1s0gG-AWh0dHBzOi8vbWFjYXVkYWlseXRpbWVzLWNvbS1tby5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL21hY2F1ZGFpbHl0aW1lcy5jb20ubW8vZ2FtaW5nLXVzLWxpdmUtZnJvbS1jYWVzYXJzLXBhbGFjZS1zcG9ydHMtYmV0dGluZy13aWxsLWdldC10di1zcG90bGlnaHQuaHRtbC9hbXA_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Illawarra Mercury	1549866600	Illawarra Folk Festival organisers question NSW Liquor and Gaming regulation to come into effect March 1 that puts them in the High or Extreme risk category	CHILLED: Women in Docs perform at the 2017 Illawarra Folk Festival. Any music festival (community run or not) with more than 2000 patrons will be bound by ...	https://news.google.com/articles/CBMidGh0dHBzOi8vd3d3LmlsbGF3YXJyYW1lcmN1cnkuY29tLmF1L3N0b3J5LzU4OTgyOTgvdW5mYWlyLWlsbGF3YXJyYS1mb2xrLWZlc3QtaW4tc2FtZS1jbGFzcy1hcy1kYW5jZS1tdXNpYy1mZXN0aXZhbHMv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Fairfield Current	1549889628	Dupont Capital Management Corp Has $1.36 Million Holdings in Boyd Gaming Co. (BYD)	Dupont Capital Management Corp boosted its holdings in Boyd Gaming Co. (NYSE:BYD) by 80.3% in the fourth quarter, according to its most recent filing with ...	https://news.google.com/articles/CBMihAFodHRwczovL3d3dy5mYWlyZmllbGRjdXJyZW50LmNvbS9uZXdzLzIwMTkvMDIvMTEvZHVwb250LWNhcGl0YWwtbWFuYWdlbWVudC1jb3JwLWhhcy0xLTM2LW1pbGxpb24taG9sZGluZ3MtaW4tYm95ZC1nYW1pbmctY28tYnlkLmh0bWzSAdkBaHR0cHM6Ly93d3ctZmFpcmZpZWxkY3VycmVudC1jb20uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZmFpcmZpZWxkY3VycmVudC5jb20vbmV3cy8yMDE5LzAyLzExL2R1cG9udC1jYXBpdGFsLW1hbmFnZW1lbnQtY29ycC1oYXMtMS0zNi1taWxsaW9uLWhvbGRpbmdzLWluLWJveWQtZ2FtaW5nLWNvLWJ5ZC5odG1sL2FtcD9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
FortniteINTEL	1549643220	Fortnite Pro Kreo kicked from Luminosity Gaming for scamming	There was a 17-minute video posted on Youtube by The Fortnite Guy on February 7 accusing Kreo of scamming, selling, and trading Fortnite accounts along ...	https://news.google.com/articles/CBMiXWh0dHBzOi8vZm9ydG5pdGVpbnRlbC5jb20vZm9ydG5pdGUtcHJvLWtyZW8ta2lja2VkLWZyb20tbHVtaW5vc2l0eS1nYW1pbmctZm9yLXNjYW1taW5nLzExODA0L9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Engadget	1549548031	AMD Radeon VII review: Is 4K gaming enough?	When AMD announced it was developing new GPUs for data centers in mid-2018, it was clear they weren't intended for gaming. AMD was in a tough spot: ...	https://news.google.com/articles/CAIiECi2rPYAt6aUcL3otLKQSRcqGAgEKg8IACoHCAowwOjjAjDp3xswtuSvAw?hl=en-IN&gl=IN&ceid=IN%3Aen
SYFY WIRE	1549740201	Gaming: Anthem launch trailer slings javelins; Apex Legends here to stay; Geralt visits Monster Hunter: World; More	After a long, long wait for BioWare's biggest debut since Mass Effect, Anthem finally arrives later this month to immerse players for years in an open-ended ...	https://news.google.com/articles/CAIiEKDCBaffaDo2o7hHk76J2R8qGQgEKhAIACoHCAowrq6BCzCw9PwCMMjF7gU?hl=en-IN&gl=IN&ceid=IN%3Aen
Economic Times	1547539200	Shashi Tharoor moves bill to regulate online gaming	Mumbai: Senior Congress leader and a member of parliament from Thiruvananthapuram, Shashi Tharoor, introduced a private member's bill in the Lok Sabha, ...	https://news.google.com/articles/CAIiEMmoQJr4QU1DJaQ8TsZvT6oqGQgEKhAIACoHCAow2pqGCzD954MDMPTVigY?hl=en-IN&gl=IN&ceid=IN%3Aen
NEWS.com.au	1549501500	Twitch: Female gamer banned for saying there are only 2 genders	A popular online gamer who regularly broadcasts on streaming platform Twitch claims she has been permanently banned from the platform for stating her ...	https://news.google.com/articles/CBMitAFodHRwczovL3d3dy5uZXdzLmNvbS5hdS90ZWNobm9sb2d5L2hvbWUtZW50ZXJ0YWlubWVudC9nYW1pbmcvZ2FtZXItcmVwb3J0ZWRseS1iYW5uZWQtZnJvbS10d2l0Y2gtZm9yLWNsYWltaW5nLXRoZXJlLWFyZS1vbmx5LXR3by1nZW5kZXJzL25ld3Mtc3RvcnkvODBkMzMzNDdjYzQxZmFlNjk1OWQ0NWQ1ZDZlZWFkODLSAfwBaHR0cHM6Ly9hbXAtbmV3cy1jb20tYXUuY2RuLmFtcHByb2plY3Qub3JnL3Yvcy9hbXAubmV3cy5jb20uYXUvdGVjaG5vbG9neS9ob21lLWVudGVydGFpbm1lbnQvZ2FtaW5nL2dhbWVyLXJlcG9ydGVkbHktYmFubmVkLWZyb20tdHdpdGNoLWZvci1jbGFpbWluZy10aGVyZS1hcmUtb25seS10d28tZ2VuZGVycy9uZXdzLXN0b3J5LzgwZDMzMzQ3Y2M0MWZhZTY5NTlkNDVkNWQ2ZWVhZDgyP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
